Price,Covered Area,Project Name,sqft Price,Carpet Area,Area Name,Society,furnished Type,Bathroom,Facing,Transaction Type,Type of Property,bedroom,isPrimeLocationProperty,Property,balconies,floor_ratio,Parking_Status,amenity_score,luxury_score
1.05,970.0,Kalpataru Paramount,10824.0,670.0,Kapurbawdi,1,Unfurnished,2.0,East,New Property,Apartment,2,1,2,1.0,0.7272727272727273,Available,1,2
2.03,1004.0,The Address BY GS,20219.0,1002.0,Pokharan Road Number 2,1,Semi-Furnished,3.0,North - East,New Property,Apartment,3,1,3,2.0,0.28846153846153844,Available,6,2
1.77,1189.0,Lodha Sterling,14886.0,820.0,Kolshet Road,1,Unfurnished,2.0,East,New Property,Apartment,2,1,2,1.0,0.8571428571428571,Available,2,2
1.45,1195.0,Rustomjee Azziano,12134.0,850.0,Majiwada,0,Unfurnished,2.0,North - East,Resale,Apartment,2,1,2,1.0,0.1388888888888889,Unknown,2,2
1.75,1100.0,Lodha Casa Ultima,15909.0,900.0,Majiwada,0,Semi-Furnished,3.0,East,Resale,Apartment,3,1,3,3.0,0.5925925925925926,Available,5,2
0.49,590.0,Crown Lodha Quality Homes,8254.0,350.0,Majiwada,1,Semi-Furnished,2.0,East,New Property,Apartment,1,1,1,1.0,0.782608695652174,Unknown,1,2
0.52,580.0,Unknown Project,8966.0,450.0,Anand Nagar Thane West,0,Semi-Furnished,2.0,East,Resale,Apartment,1,1,1,1.0,0.0,Unknown,1,2
1.14,700.0,Saptashree Heights,16285.0,650.0,Dhokali,0,Semi-Furnished,2.0,West,Resale,Apartment,2,1,2,4.0,0.8,Available,2,2
0.92,885.0,Lodha Amara,10395.0,559.0,Kolshet Road,0,Unfurnished,2.0,North - West,Resale,Apartment,2,1,2,1.0,0.42857142857142855,Available,1,2
1.4,740.0,Rustomjee Aurelia,18918.0,689.0,Majiwada,0,Unfurnished,2.0,West,Resale,Apartment,2,1,2,3.0,0.5,Available,2,2
0.86,725.0,Kalpataru Parkcity,11862.0,468.0,Kolshet Road,1,Unfurnished,2.0,West,New Property,Apartment,1,1,1,1.0,0.16666666666666666,Available,1,2
1.7,1350.0,Lodha Amara,12592.0,958.0,Kolshet Road,1,Semi-Furnished,3.0,North,New Property,Apartment,3,1,3,1.0,0.5555555555555556,Available,4,2
0.79,650.13,Lodha Amara,16737.0,472.0,Kolshet Road,1,Semi-Furnished,1.0,East,New Property,Apartment,1,1,1,1.0,1.0,Available,1,2
2.25,1308.52,Piramal Vaikunth,24000.0,950.0,Balkum village,1,Semi-Furnished,3.0,Unknown,New Property,Apartment,3,1,3,1.0,0.7368421052631579,Available,5,2
0.72,656.0,Lodha Codename Central,12673.0,656.0,Manpada,1,Unfurnished,2.0,North - East,New Property,Apartment,2,1,2,2.0,0.5,Available,2,2
0.87,600.0,Unknown Project,14500.0,425.0,Hiranandani Estate,0,Unfurnished,2.0,East,Resale,Apartment,1,1,1,1.0,0.8333333333333334,Unknown,1,2
0.6,450.0,Hiranandani Solitaire,13333.0,259.0,Hiranandani Estate,0,Semi-Furnished,1.0,North - East,Resale,Apartment,1,1,1,2.0,0.2647058823529412,Unknown,2,2
1.9,1068.86,Unknown Project,17775.948206500387,776.0,Panch Pakhdi,0,Unfurnished,2.0,East,Resale,Apartment,2,1,2,3.0,0.38461538461538464,Unknown,3,2
2.66,2114.0,Courtyard Thane,12582.0,1319.0,Pokharan Road Number 2,1,Unfurnished,3.0,East,New Property,Apartment,3,1,3,3.0,0.6774193548387096,Available,6,6
2.5,1580.0,Apollo Hiranandani Estate,15822.0,1200.0,Hiranandani Estate,0,Furnished,3.0,East,Resale,Apartment,3,1,3,2.0,0.17391304347826086,Available,6,6
0.9,800.0,Lodha Crown Kolshet,12857.0,530.0,Kolshet,1,Semi-Furnished,2.0,North - East,New Property,Apartment,2,1,2,1.0,0.4782608695652174,Available,1,2
1.3,687.0,Shapoorji Pallonji Northern Lights,18922.0,687.0,Pokharan Road Number 2,1,Unfurnished,2.0,South - East,New Property,Apartment,2,1,2,1.0,0.8,Available,1,2
0.68,572.0,Kabra Shubharambh,11888.0,430.0,Manpada,0,Unfurnished,1.0,East,Resale,Apartment,1,1,1,1.0,0.42857142857142855,Available,1,2
1.42,640.0,Sheth Zuri,22187.0,640.0,Majiwada,1,Unfurnished,2.0,East,New Property,Apartment,2,1,2,2.0,0.14285714285714285,Available,2,2
1.1,956.0,Piramal Vaikunth,11518.0,708.0,Balkum village,1,Semi-Furnished,2.0,East,New Property,Apartment,2,1,2,3.0,0.42105263157894735,Available,2,2
0.44,266.0,Dosti Nest,16541.0,266.0,Balkum Naka,1,Unfurnished,1.0,North - East,New Property,Apartment,1,1,1,1.0,0.0625,Unknown,1,2
0.95,550.0,Hiranandani The Walk Ventana,17272.0,460.0,Hiranandani Estate,0,Semi-Furnished,2.0,North - East,Resale,Apartment,1,1,1,1.0,0.8421052631578947,Available,1,2
1.08,1001.0,Dynamix Parkwoods,10285.0,751.0,Anand Nagar Thane West,0,Unfurnished,2.0,East,New Property,Apartment,2,1,2,2.0,0.2413793103448276,Available,3,2
2.85,2020.0,Lodha Sterling,14108.0,1266.0,Kolshet Road,0,Unfurnished,3.0,East,Resale,Apartment,3,1,3,1.0,0.5128205128205128,Available,5,6
1.79,1215.0,Lodha Sterling,14732.0,868.0,Kolshet Road,0,Unfurnished,2.0,North,Resale,Apartment,2,1,2,1.0,0.875,Available,2,2
1.9,1200.0,Lodha Sterling,15833.0,902.0,Kolshet Road,0,Semi-Furnished,2.0,East,Resale,Apartment,2,1,2,1.0,0.625,Available,2,2
1.53,1680.0,Orovia Phase 1,9107.0,879.0,Hiranandani Estate,1,Unfurnished,3.0,North - East,New Property,Apartment,3,1,3,2.0,0.2222222222222222,Available,5,4
1.05,530.0,Kalpataru Paramount,19811.0,530.0,Kapurbawdi,1,Unfurnished,2.0,North - East,New Property,Apartment,2,1,2,1.0,0.2727272727272727,Available,1,2
1.28,672.0,Kalpataru Paramount,19047.0,672.0,Kapurbawdi,1,Unfurnished,2.0,North - East,New Property,Apartment,2,1,2,1.0,0.7272727272727273,Available,1,2
1.2,929.74,Natasha Enclave,17777.0,675.0,Vartak Nagar,0,Unfurnished,2.0,North,New Property,Apartment,2,1,2,2.0,0.38095238095238093,Available,2,2
0.47,600.0,Unknown Project,7833.0,360.0,Thane West,0,Unfurnished,1.0,East,New Property,Apartment,1,1,1,1.0,0.36363636363636365,Available,1,2
0.78,580.0,Lodha Casa Viva,13448.0,454.0,Majiwada,0,Unfurnished,2.0,East,Resale,Apartment,1,1,1,1.0,0.3793103448275862,Available,1,2
3.0,2200.0,Hiranandani Eagleridge,13636.0,1100.0,Patlipada,0,Unfurnished,3.0,North - East,New Property,Apartment,3,1,3,1.0,0.29411764705882354,Available,5,4
1.19,920.0,The Icon by Risland,12935.0,671.0,Dhokali,1,Unfurnished,2.0,East,New Property,Apartment,2,1,2,3.0,-0.034482758620689655,Available,2,2
1.75,950.0,Hiranandani Eagleridge,18421.0,710.0,Patlipada,0,Unfurnished,2.0,North - East,New Property,Apartment,2,1,2,2.0,0.38235294117647056,Available,2,2
0.7,700.0,Lodha Amara,10000.0,472.0,Kolshet Road,1,Unfurnished,2.0,East,New Property,Apartment,1,1,1,1.0,0.36363636363636365,Available,1,2
2.01,1337.0,Unknown Project,15033.0,1011.0,Manpada,1,Unfurnished,3.0,North - East,New Property,Apartment,3,1,3,1.0,0.6,Available,5,2
3.36,1500.0,Neelkanth Lake View,22400.0,1177.0,Pokharan Road Number 2,1,Unfurnished,3.0,East,New Property,Apartment,3,1,3,3.0,0.5128205128205128,Unknown,6,4
0.71,763.0,Metro Majestic,9304.0,477.0,Vartak Nagar,1,Semi-Furnished,2.0,East,New Property,Apartment,1,1,1,2.0,0.42105263157894735,Unknown,2,2
1.18,750.0,Piramal Vaikunth,15700.0,511.0,Balkum village,1,Unfurnished,2.0,North - East,New Property,Apartment,2,1,2,1.0,0.10526315789473684,Available,1,2
0.86,780.0,Kalpataru Parkcity,10980.0,531.0,Kolshet Road,1,Semi-Furnished,2.0,East,New Property,Apartment,2,1,2,1.0,0.5,Available,1,2
1.24,1200.0,The Verraton,10336.0,746.0,Manpada,1,Unfurnished,2.0,East,New Property,Apartment,2,1,2,1.0,0.3870967741935484,Available,2,2
1.4,923.0,Dosti Tulip,15167.0,923.0,Balkum village,1,Unfurnished,2.0,South,New Property,Apartment,3,1,3,1.0,0.36363636363636365,Available,2,2
1.85,1350.0,Courtyard Thane,13703.0,800.0,Pokharan Road Number 2,0,Unfurnished,2.0,East,Resale,Apartment,2,1,2,1.0,0.7037037037037037,Available,2,2
0.62,624.0,Runwal Codename Enchanted,9935.0,390.0,Kolshet,1,Unfurnished,2.0,North,New Property,Apartment,1,1,1,1.0,0.5128205128205128,Available,1,2
0.9,900.0,Vasant Leela Apartment,10000.0,700.0,Waghbil,0,Semi-Furnished,2.0,North,Resale,Apartment,2,1,2,2.0,0.5714285714285714,Available,2,2
2.4,1850.0,Tata Serein,12972.0,1050.0,Pokharan Road Number 2,0,Unfurnished,3.0,West,Resale,Apartment,3,1,3,3.0,0.8666666666666667,Available,6,4
0.59,350.0,Lodha Codename Crown Jewel,16857.0,350.0,Kolshet Road,0,Semi-Furnished,1.0,East,New Property,Apartment,1,1,1,1.0,0.0,Unknown,1,2
1.33,1155.0,Lodha Amara,11515.0,722.0,Kolshet Road,0,Unfurnished,2.0,East,New Property,Apartment,2,1,2,2.0,0.9333333333333333,Available,3,2
1.55,1100.0,Unknown Project,14091.0,798.6111111111111,Pokharan Road Number 2,1,Unfurnished,2.0,East,New Property,Apartment,2,1,2,2.0,0.5,Unknown,3,2
2.0,1535.0,Runwal Eirene,13029.0,1147.0,Balkum village,1,Unfurnished,3.0,East,New Property,Apartment,3,1,3,3.0,0.4411764705882353,Available,6,4
1.99,1150.0,Cosmos Horizon,17304.0,984.0,Pokharan Road Number 2,0,Semi-Furnished,3.0,West,Resale,Apartment,3,1,3,2.0,1.0,Available,5,2
4.0,2990.0,Lodha Luxuria Priva,13377.0,2000.0,Balkum Naka,0,Furnished,4.0,North - East,Resale,Apartment,4,1,4,2.0,0.03333333333333333,Available,6,9
1.0,850.0,Kalpataru Sunrise Grande,11764.0,557.0,Kolshet Road,0,Semi-Furnished,2.0,North - East,Resale,Apartment,2,1,2,1.0,0.5925925925925926,Available,1,2
1.75,1210.73,Kalpa Taru Siddhachal 6,14454.089681431864,879.0,Vasant Vihar,0,Semi-Furnished,2.0,East,Resale,Apartment,3,1,3,1.0,0.35,Available,3,2
1.72,1294.75,Unknown Project,13284.4178412821,940.0,Thane West,0,Unfurnished,3.0,East,Resale,Apartment,3,1,3,2.0,0.6428571428571429,Unknown,5,2
1.75,900.0,Hiranandani Skylark Enclave,19444.0,676.0,Hiranandani Estate,1,Semi-Furnished,2.0,East,New Property,Apartment,2,1,2,1.0,0.96,Available,1,2
0.84,662.53,Rustomjee Uptown Urbania,12678.671154513759,481.0,Majiwada,0,Unfurnished,2.0,Unknown,New Property,Apartment,1,1,1,1.0,0.6382978723404256,Available,1,2
0.74,551.0,Gawand Bag,13430.0,490.0,Pokharan Road Number 2,0,Unfurnished,2.0,East,Resale,Apartment,1,1,1,1.0,0.5714285714285714,Available,1,2
4.6,2900.0,Unknown Project,15862.0,2000.0,Panch Pakhdi,1,Semi-Furnished,3.0,East,New Property,Apartment,4,1,4,2.0,0.1935483870967742,Available,6,8
2.6,1700.0,Neelkanth Woods,15294.0,1100.0,Manpada,0,Semi-Furnished,3.0,East,Resale,Apartment,3,1,3,1.0,0.9354838709677419,Unknown,5,4
1.2,713.0,Rustomjee Uptown Urbania,16830.0,713.0,Majiwada,1,Unfurnished,2.0,North - East,New Property,Apartment,2,1,2,2.0,0.10638297872340426,Available,2,2
1.95,1125.0,Neelkanth Greens,17333.0,950.0,Manpada,0,Unfurnished,2.0,West,Resale,Apartment,3,1,3,5.0,0.25925925925925924,Unknown,4,2
1.08,993.0,Rustomjee Urbania,10876.0,640.0,Majiwada,0,Unfurnished,2.0,East,Resale,Apartment,2,1,2,2.0,0.5128205128205128,Available,2,2
2.75,2000.0,Eternia at Kalpataru Parkcity,13750.0,1409.0,Kolshet Road,1,Semi-Furnished,3.0,West,New Property,Apartment,3,1,3,3.0,0.9523809523809523,Available,6,6
1.55,1350.0,Unknown Project,11481.0,1000.0,Manpada,0,Unfurnished,3.0,West,Resale,Apartment,3,1,3,1.0,0.6666666666666666,Unknown,4,2
0.85,611.56,Puraniks Vartak Nagar,13898.881548825955,444.0,Vartak Nagar,0,Unfurnished,2.0,East,Resale,Apartment,1,1,1,2.0,0.75,Unknown,2,2
2.04,1339.0,Kalpataru Eternia,15235.0,957.0,Kolshet Road,1,Unfurnished,3.0,North - East,New Property,Apartment,3,1,3,1.0,0.3829787234042553,Available,5,2
2.48,1320.0,Hiranandani Estate Canary,18787.0,1011.0,Hiranandani Estate,0,Furnished,3.0,West,Resale,Apartment,3,1,3,3.0,0.4074074074074074,Available,6,2
2.35,1159.0,Sunrise by Kalpataru,20276.0,990.0,Kolshet Road,0,Unfurnished,3.0,East,Resale,Apartment,3,1,3,1.0,0.15384615384615385,Available,5,2
1.12,1100.0,Rosa Oasis,10181.0,720.0,Hiranandani Estate,1,Unfurnished,2.0,East,New Property,Apartment,2,1,2,4.0,0.55,Available,3,2
0.89,880.0,Palacia Kingston Phase 2,10113.0,611.0,Hiranandani Estate,0,Unfurnished,2.0,East,Resale,Apartment,2,1,2,3.0,0.45,Available,2,2
1.2,1050.0,Highland Park,11428.0,660.0,Kolshet Road,0,Unfurnished,2.0,East,Resale,Apartment,2,1,2,1.0,0.7894736842105263,Available,2,2
2.0,1530.0,Regency Heights,13071.0,1019.0,Kolshet Road,0,Semi-Furnished,3.0,East,Resale,Apartment,3,1,3,2.0,0.95,Available,6,4
2.9,1600.0,Hiranandani Rodas Enclave Woodpark,18125.0,1011.0,Patlipada,0,Semi-Furnished,3.0,North - West,Resale,Apartment,3,1,3,3.0,0.3333333333333333,Available,6,4
0.99,657.0,Ashar Edge,15068.0,470.0,Pokharan Road Number 2,0,Unfurnished,2.0,East,Resale,Apartment,1,1,1,3.0,0.9090909090909091,Available,2,2
1.65,1250.0,Dosti Imperia,13200.0,1220.0,Manpada,0,Semi-Furnished,2.0,East,Resale,Apartment,2,1,2,2.0,0.39285714285714285,Available,3,4
2.4,1430.0,Crystal Spires,16783.0,1033.0,Manpada,1,Unfurnished,3.0,East,New Property,Apartment,3,1,3,3.0,0.25925925925925924,Available,6,2
1.95,1310.0,Neelkanth Palms,14885.0,1050.0,Vasant Vihar,0,Furnished,3.0,Unknown,Resale,Apartment,3,1,3,2.0,0.5,Unknown,5,2
1.6,1200.0,Elite Platina 20,13333.0,860.0,Kolshet Road,0,Semi-Furnished,2.0,North,Resale,Apartment,3,1,3,2.0,0.5454545454545454,Available,4,2
0.76,770.0,Prestige Residency,9870.0,580.0,Waghbil,0,Unfurnished,2.0,East,Resale,Apartment,2,1,2,2.0,0.47368421052631576,Available,2,2
2.4,1817.0,Unknown Project,13208.0,1150.0,Thane West,0,Semi-Furnished,3.0,East,New Property,Apartment,3,1,3,1.0,0.7714285714285715,Available,5,4
0.37,323.0,Unknown Project,11455.0,323.0,Manpada,1,Unfurnished,1.0,East,New Property,Apartment,1,1,1,1.0,0.48148148148148145,Available,1,2
2.42,1708.0,Sheth Vasant Lawns,14183.0,1068.0,Majiwada,1,Unfurnished,3.0,East,New Property,Apartment,3,1,3,3.0,0.46875,Available,6,4
2.5,2000.0,Unknown Project,12500.0,2000.0,Kolshet Road,0,Unfurnished,3.0,East,Resale,Villa,4,1,4,5.0,0.5128205128205128,Available,6,8
2.5,1250.0,Hiranandani Eagleridge,20000.0,850.0,Patlipada,0,Unfurnished,2.0,North - East,Resale,Apartment,3,1,3,1.0,0.6764705882352942,Available,4,2
1.8,1200.0,Sheth Vasant Lawns,15000.0,835.0,Majiwada,0,Semi-Furnished,2.0,East,Resale,Apartment,2,1,2,1.0,0.6,Available,2,2
1.6,1300.0,Vijay resedency II,12307.0,920.0,Waghbil,0,Semi-Furnished,3.0,North - East,Resale,Apartment,3,1,3,4.0,0.25,Available,5,2
1.85,1242.41,Unknown Project,14890.414597435629,902.0,Kolshet Road,1,Unfurnished,2.0,East,New Property,Apartment,2,1,2,1.0,1.0,Unknown,2,2
3.46,1400.0,Hiranandani Lake Enclave,24714.0,1288.0,Hiranandani Estate,0,Semi-Furnished,4.0,North - East,New Property,Apartment,3,1,3,1.0,0.37142857142857144,Available,5,5
6.25,2200.0,LEONA HIRANANDANI ESTATE,28409.0,2200.0,Hiranandani Estate,0,Semi-Furnished,5.0,West,Resale,Apartment,4,1,4,1.0,0.32142857142857145,Available,5,12
1.35,808.0,Unknown Project,16708.0,790.0,Hiranandani Estate,0,Unfurnished,2.0,Unknown,Resale,Apartment,3,1,3,1.0,0.37037037037037035,Available,2,2
1.91,1200.0,Sheth Avalon,15917.0,769.0,Majiwada,0,Unfurnished,2.0,South -West,Resale,Apartment,2,1,2,4.0,0.896551724137931,Unknown,3,2
1.72,1317.0,Godrej Emerald,13059.0,908.0,Bhayandarpada,1,Unfurnished,3.0,North - East,New Property,Apartment,3,1,3,2.0,0.8571428571428571,Available,5,2
1.19,618.0,Lodha Amara,19255.0,618.0,Kolshet Road,1,Unfurnished,2.0,North - West,New Property,Apartment,2,1,2,1.0,0.23333333333333334,Available,1,2
1.5,890.0,Pataskar Eclat,16854.0,710.0,Anand Nagar Thane West,0,Unfurnished,2.0,Unknown,Resale,Apartment,2,1,2,1.0,0.8695652173913043,Available,1,2
1.9,1300.0,Unknown Project,14615.0,860.0,Pokharan Road Number 2,1,Unfurnished,3.0,East,New Property,Apartment,3,1,3,3.0,0.7407407407407407,Unknown,5,2
1.25,1008.25,The Verraton,12397.718819737169,732.0,Manpada,1,Unfurnished,2.0,East,New Property,Apartment,2,1,2,1.0,0.8709677419354839,Available,2,2
1.04,1018.0,Kalpataru Parkcity,11366.0,611.0,Kolshet Road,1,Unfurnished,2.0,East,New Property,Apartment,2,1,2,1.0,0.175,Available,2,2
1.11,1010.0,Palacia,10990.0,727.0,Hiranandani Estate,0,Unfurnished,2.0,East,Resale,Apartment,2,1,2,2.0,0.4,Available,3,2
0.78,600.0,Prestige Residency,13000.0,600.0,Waghbil,0,Unfurnished,2.0,East,Resale,Apartment,2,1,2,2.0,1.0,Unknown,2,2
1.9,1760.0,Dahlia Runwal Garden City,10795.0,1174.0,Thane West,1,Unfurnished,3.0,East,New Property,Apartment,3,1,3,1.0,0.6666666666666666,Available,4,4
3.25,1650.0,Annora,19697.0,1165.0,Hiranandani Estate,0,Unfurnished,3.0,East,Resale,Apartment,3,1,3,1.0,0.25925925925925924,Unknown,5,4
1.43,1080.0,Laxmi Narayan Residency,13240.0,760.0,Thane West,0,Semi-Furnished,2.0,East,Resale,Apartment,2,1,2,2.0,0.15,Available,3,2
2.1,1450.0,Apollo Hiranandani Estate,14483.0,1150.0,Hiranandani Estate,0,Semi-Furnished,2.0,North - East,Resale,Apartment,3,1,3,2.0,0.8461538461538461,Available,5,2
1.46,1450.0,Dosti West County,15449.0,922.0,Balkum village,1,Unfurnished,3.0,East,New Property,Apartment,3,1,3,1.0,0.4,Available,4,2
0.71,1000.0,Vihang Vermont,7100.0,600.0,Thane West,1,Unfurnished,2.0,East,New Property,Apartment,2,1,2,1.0,0.3,Available,2,2
6.51,3200.0,Prestige Garden,20343.0,2700.0,Panch Pakhdi,1,Unfurnished,5.0,East,New Property,Villa,4,1,4,4.0,0.5128205128205128,Available,6,12
1.58,1311.0,Rustomjee Athena,12051.0,950.0,Majiwada,0,Unfurnished,3.0,East,Resale,Apartment,3,1,3,3.0,0.7037037037037037,Available,5,2
1.18,1100.0,Palacia Kingston Phase 2,10727.0,727.0,Hiranandani Estate,0,Unfurnished,2.0,North,Resale,Apartment,2,1,2,3.0,0.55,Available,3,2
1.9,1060.0,Runwal Eirene,17924.0,1060.0,Balkum village,0,Unfurnished,3.0,East,Resale,Apartment,3,1,3,2.0,0.6944444444444444,Available,5,2
1.4,1050.0,Cosmos Classique,13333.0,950.0,Patlipada,0,Semi-Furnished,4.0,North - East,Resale,Apartment,3,1,3,3.0,0.14285714285714285,Available,5,3
0.64,728.0,Mahaavir Pride,8788.0,576.0,Manpada,1,Unfurnished,2.0,East,New Property,Apartment,2,1,2,2.0,0.22580645161290322,Available,2,2
0.44,585.0,Mahaavir Pride,7606.0,433.0,Manpada,1,Unfurnished,1.0,East,New Property,Apartment,1,1,1,1.0,0.22580645161290322,Available,1,2
3.25,1695.0,Hiranandani Rodas Enclave,19174.0,1182.0,Hiranandani Estate,0,Semi-Furnished,3.0,North - East,Resale,Apartment,3,1,3,1.0,0.8333333333333334,Available,5,4
3.9,1567.0,Senina,24888.0,1567.0,Hiranandani Estate,0,Furnished,4.0,North,Resale,Apartment,4,1,4,4.0,0.75,Unknown,6,9
2.15,910.0,Gala Pride Enclave,23888.0,740.0,Thane West,0,Semi-Furnished,2.0,North - East,Resale,Apartment,2,1,2,3.0,0.6363636363636364,Available,3,2
2.6,1415.0,Hiranandani Estate - Springhill,18374.0,1150.0,Hiranandani Estate,0,Furnished,3.0,East,Resale,Apartment,3,1,3,1.0,0.38461538461538464,Available,5,2
2.0,1675.0,Runwal Garden City,11940.0,1100.0,Balkum Naka,0,Unfurnished,3.0,South -West,Resale,Apartment,3,1,3,1.0,0.7666666666666667,Available,5,4
3.2,1960.0,Unknown Project,16326.0,1360.0,Thane West,0,Unfurnished,3.0,East,Resale,Apartment,4,1,4,1.0,0.875,Available,5,8
1.37,1100.0,Rosa Oasis,12454.0,780.0,Hiranandani Estate,0,Semi-Furnished,2.0,East,Resale,Apartment,3,1,3,2.0,1.0,Available,4,2
2.05,1300.0,Neelkanth Palms,16218.0,936.0,Kapurbawdi,0,Furnished,3.0,North,Resale,Apartment,3,1,3,2.0,0.16666666666666666,Available,6,2
1.09,826.0,Rustomjee Atelier,10899.0,590.0,Majiwada,0,Semi-Furnished,2.0,East,Resale,Apartment,2,1,2,2.0,0.625,Available,2,2
3.25,2500.0,Elegance tower,13000.0,1570.0,Teen Hath Naka,0,Semi-Furnished,4.0,East,Resale,Apartment,4,1,4,4.0,0.5,Available,6,9
1.1,850.0,Sparta,12941.0,720.0,Hiranandani Estate,0,Unfurnished,2.0,East,Resale,Apartment,2,1,2,2.0,0.13333333333333333,Available,2,2
6.21,3520.0,Piramal Vaikunth,17642.0,2200.0,Balkum village,1,Unfurnished,5.0,East,New Property,Apartment,5,1,5,3.0,0.7142857142857143,Available,6,12
1.36,1050.0,Unknown Project,12952.0,775.0,Majiwada,0,Semi-Furnished,2.0,North,Resale,Apartment,2,1,2,1.0,0.25,Unknown,2,2
1.39,770.0,Unknown Project,18052.0,950.0,Kolshet,1,Furnished,2.0,North - East,New Property,Apartment,2,1,2,2.0,0.8571428571428571,Available,2,2
0.9,876.0,Kalpataru Eternia,10273.0,531.0,Kolshet Road,1,Unfurnished,2.0,East,New Property,Apartment,2,1,2,2.0,0.7142857142857143,Available,2,2
1.3,900.0,Piramal Vaikunth,14500.0,700.0,Balkum village,1,Unfurnished,2.0,North - East,New Property,Apartment,2,1,2,1.0,0.3333333333333333,Available,1,2
3.4,1500.0,Pelican Hiranandani Estate,22666.0,1100.0,Hiranandani Estate,1,Furnished,3.0,East,New Property,Apartment,4,1,4,2.0,1.0,Available,6,6
4.95,1680.0,Unknown Project,29464.0,1680.0,Hiranandani Estate,0,Semi-Furnished,4.0,North - East,Resale,Apartment,4,1,4,1.0,0.3235294117647059,Available,5,9
1.11,607.0,Dosti West County,18273.0,607.0,Balkum village,0,Unfurnished,2.0,North - West,New Property,Apartment,2,1,2,1.0,0.24242424242424243,Available,1,2
1.18,973.0,Highland garden,12127.0,695.0,Dhokali,0,Unfurnished,2.0,North - East,Resale,Apartment,2,1,2,2.0,0.7222222222222222,Available,2,2
1.79,1200.0,Sheth Avalon,14916.0,769.0,Majiwada,0,Semi-Furnished,2.0,North - East,Resale,Apartment,2,1,2,3.0,0.3448275862068966,Available,3,2
2.1,1300.0,Lodha Amara,16153.0,955.0,Kolshet Road,1,Semi-Furnished,3.0,East,New Property,Apartment,3,1,3,1.0,-0.03333333333333333,Available,5,2
2.3,1500.0,Hill Garden,15333.0,2000.0,Manpada,0,Semi-Furnished,3.0,East,Resale,Villa,3,1,3,2.0,0.5128205128205128,Available,6,6
1.75,1150.0,Unknown Project,15217.0,900.0,Kolshet Road,0,Unfurnished,3.0,Unknown,Resale,Apartment,3,1,3,1.0,0.5833333333333334,Unknown,4,2
6.5,3000.0,Raheja Garden Estate,21667.0,1800.0,Manpada,0,Furnished,4.0,East,Resale,Villa,4,1,4,3.0,0.5128205128205128,Unknown,6,12
1.4,1645.0,Swastik Regalia,9655.0,1110.0,Thane West,0,Furnished,3.0,South - East,Resale,Apartment,3,1,3,1.0,0.625,Available,4,4
1.52,1012.0,Ashar Edge,15019.0,741.0,Pokharan Road Number 2,0,Semi-Furnished,2.0,East,Resale,Apartment,2,1,2,3.0,0.5454545454545454,Available,3,2
6.25,3500.0,Neelkanth Woods,17857.0,3300.0,Manpada,0,Semi-Furnished,5.0,North - East,Resale,Villa,4,1,4,2.0,0.5128205128205128,Available,6,12
0.75,680.0,Unknown Project,11029.0,680.0,Anand Nagar Thane West,1,Unfurnished,2.0,North - East,New Property,Apartment,2,1,2,4.0,0.75,Available,2,2
1.67,1581.0,Acme Ozone,10562.0,1041.0,Manpada,0,Semi-Furnished,3.0,North - East,Resale,Apartment,3,1,3,4.0,0.4230769230769231,Available,5,4
1.44,1225.0,Regency Heights,11755.0,840.0,Thane West,0,Semi-Furnished,2.0,East,Resale,Apartment,2,1,2,2.0,0.5384615384615384,Available,3,2
0.88,631.0,Hiranandani Estate Lavinia,13946.0,421.0,Thane West,0,Semi-Furnished,2.0,North - East,Resale,Apartment,1,1,1,1.0,0.96,Available,1,2
1.8,1566.0,Lodha Luxuria,11494.0,1118.0,Majiwada,0,Semi-Furnished,3.0,East,Resale,Apartment,3,1,3,2.0,0.39285714285714285,Available,5,4
2.75,2917.0,Godrej Edenwoods ,9427.0,1860.0,Manpada,0,Semi-Furnished,3.0,North - East,Resale,Apartment,3,1,3,1.0,0.5,Available,5,6
1.0,1030.0,Prakruti Pearl,9708.0,650.0,Hiranandani Estate,0,Furnished,2.0,North - West,Resale,Apartment,2,1,2,1.0,0.25,Available,2,2
2.79,1819.0,Asteria By Courtyard,15338.0,1160.0,Pokharan Road Number 2,0,Unfurnished,3.0,West,New Property,Apartment,3,1,3,1.0,0.03225806451612903,Available,5,4
2.05,1550.0,Dosti West County,13225.0,1115.0,Balkum village,1,Unfurnished,3.0,East,New Property,Apartment,3,1,3,3.0,0.7666666666666667,Available,6,4
0.9,850.0,Lodha Amara,10588.0,618.0,Kolshet Road,1,Unfurnished,2.0,East,New Property,Apartment,2,1,2,1.0,0.25,Available,1,2
1.07,750.0,Lodha Amara,14267.0,672.0,Thane West,1,Unfurnished,2.0,North,New Property,Apartment,2,1,2,1.0,0.3333333333333333,Available,1,2
1.5,1225.0,Runwal Eirene,12244.0,816.0,Balkum village,0,Semi-Furnished,2.0,North,Resale,Apartment,3,1,3,5.0,0.6470588235294118,Available,4,2
2.25,1760.0,Kalpataru Hills Phase 2,12784.0,1086.0,Manpada,0,Unfurnished,3.0,East,Resale,Apartment,3,1,3,3.0,0.9473684210526315,Available,6,4
1.75,2000.0,Unknown Project,8750.0,1100.0,Thane West,0,Furnished,3.0,East,Resale,Apartment,3,1,3,1.0,0.3888888888888889,Available,4,4
