bhk,price,which_floor,bathrooms,balcony,parking,location,buildup_area_sqft,is_ready_to_move,furnishing,age_category,latitude,longitude
1.0,0.55,Higher,2.0,1.0,2.0,Thane West,590.0,1,Semi Furnished,Mid Age,19.2596635,72.9690861
3.0,5.5,Higher,3.0,0.0,1.0,Andheri West,2385.0,1,Unfurnished,New,19.1172495,72.833968
1.0,1.2,Higher,2.0,0.0,1.0,Kandivali East,525.0,1,Semi Furnished,Old,19.2051958,72.8626165
2.0,1.75,Middle,2.0,0.0,1.0,Kanjurmarg West,800.0,1,Semi Furnished,Relatively New,19.1321171,72.9273332
2.0,2.65,Higher,2.0,0.0,1.0,Dadar East,600.0,1,Unknown,Mid Age,19.0162531,72.8522274
2.0,2.19,Unknown,2.0,0.0,1.0,Borivali West,900.0,1,Unknown,Relatively New,19.2298129,72.8471376
1.0,1.3,Middle,2.0,0.0,1.0,Kandivali East,745.0,1,Unfurnished,Relatively New,19.2051958,72.8626165
2.0,1.5,Middle,2.0,0.0,1.0,Kanjurmarg East,800.0,1,Fully Furnished,Relatively New,19.124102,72.9385562
2.0,1.05,Lower,2.0,2.0,2.0,Thane West,900.0,1,Semi Furnished,Relatively New,19.2596635,72.9690861
1.0,0.64,Middle,2.0,3.0,0.0,Mira Road East,550.0,1,Unfurnished,Relatively New,19.286025,72.868886
1.0,1.3,Higher,1.0,0.0,1.0,Kandivali West,756.0,1,Fully Furnished,Mid Age,19.2055321,72.8399273
2.0,2.56,Middle,2.0,0.0,1.0,Andheri West,1200.0,0,Unfurnished,Relatively New,19.1172495,72.833968
1.0,0.84,Unknown,2.0,0.0,1.0,Vikhroli East,600.0,1,Unknown,Relatively New,19.1172592,72.9355194
3.0,3.36,Unknown,3.0,1.0,3.0,Mulund West,1206.0,0,Unknown,Relatively New,19.1719717,72.9511956
1.0,0.65,Unknown,1.0,0.0,2.0,Mira Road East,555.0,0,Unknown,Relatively New,19.286025,72.868886
2.0,1.87,Lower,2.0,2.0,1.0,Kandivali West,975.0,1,Fully Furnished,Relatively New,19.2055321,72.8399273
3.0,6.5,Higher,3.0,1.0,2.0,Bandra West,1300.0,1,Semi Furnished,Relatively New,19.0583358,72.8302669
3.0,3.3,Middle,1.0,0.0,1.0,Parel,960.0,1,Fully Furnished,Old,18.9883872,72.8394086
1.0,0.34,Unknown,3.0,0.0,1.0,Naigaon East,725.0,0,Unknown,Relatively New,19.0137704,72.846317
1.0,1.35,Lower,2.0,0.0,1.0,Powai,550.0,1,Semi Furnished,Mid Age,19.1187195,72.9073476
3.0,4.25,Higher,2.0,1.0,2.0,Mulund West,1386.0,1,Unfurnished,Relatively New,19.1719717,72.9511956
1.0,0.95,Middle,1.0,0.0,0.0,Chembur,500.0,1,Unfurnished,Mid Age,19.054818,72.8979713
3.0,1.95,Unknown,2.0,1.0,1.0,Mira Road East,1153.0,0,Unknown,Relatively New,19.286025,72.868886
3.0,4.0,Middle,1.0,0.0,2.0,Goregaon West,1600.0,1,Unfurnished,Relatively New,19.1633281,72.8411995
1.0,1.02,Higher,2.0,0.0,0.0,Borivali West,600.0,1,Unfurnished,Mid Age,19.2298129,72.8471376
1.0,1.2,Lower,2.0,0.0,0.0,Andheri East,700.0,1,Fully Furnished,Relatively New,19.1158835,72.854202
3.0,8.2,Unknown,3.0,0.0,2.0,Bandra East,2100.0,0,Unknown,Relatively New,19.0616565,72.8498111
2.0,1.22,Higher,2.0,0.0,1.0,Kandivali West,700.0,1,Unfurnished,Relatively New,19.2055321,72.8399273
1.0,1.2,Middle,1.0,0.0,1.0,Santacruz East,460.0,1,Fully Furnished,Mid Age,19.0781806,72.8677752
2.0,3.5,Middle,2.0,1.0,2.0,Powai,1150.0,1,Semi Furnished,Relatively New,19.1187195,72.9073476
4.0,3.85,Lower,3.0,1.0,3.0,Mulund West,1325.0,1,Semi Furnished,New,19.1719717,72.9511956
2.0,0.51,Higher,1.0,3.0,2.0,Nalasopara West,880.0,1,Semi Furnished,Mid Age,19.012455,72.835058
4.0,8.75,Higher,5.0,0.0,4.0,Andheri West,2450.0,1,Fully Furnished,Mid Age,19.1172495,72.833968
2.0,1.6,Middle,2.0,1.0,1.0,Jogeshwari West,800.0,1,Unknown,Relatively New,19.136394,72.8373817
0.5,0.52,Middle,1.0,0.0,0.0,Santacruz East,300.0,1,Semi Furnished,Old,19.0781806,72.8677752
2.0,1.55,Higher,2.0,0.0,1.0,Borivali East,630.0,1,Unfurnished,New,19.2187187,72.8654856
2.0,1.4,Lower,2.0,0.0,2.0,Mulund East,850.0,1,Unfurnished,New,19.1704719,72.9610447
1.0,1.89,Unknown,2.0,0.0,1.0,Dadar East,600.0,1,Unknown,Relatively New,19.0162531,72.8522274
2.0,3.44,Unknown,2.0,0.0,1.0,Mahim,900.0,1,Unknown,Relatively New,19.0427721,72.8407925
1.0,0.28,Middle,1.0,2.0,1.0,Nalasopara West,585.0,1,Semi Furnished,Relatively New,19.012455,72.835058
3.0,4.1,Higher,3.0,0.0,2.0,Goregaon West,1440.0,0,Semi Furnished,Relatively New,19.1633281,72.8411995
2.0,1.75,Middle,2.0,0.0,1.0,Borivali East,785.0,1,Unfurnished,Relatively New,19.2187187,72.8654856
2.0,0.8,Middle,2.0,0.0,2.0,Vasai West,930.0,1,Unknown,Mid Age,19.3919,72.8054
2.0,1.5,Lower,2.0,0.0,1.0,Borivali West,800.0,1,Unfurnished,New,19.2298129,72.8471376
1.0,0.66,Higher,2.0,0.0,1.0,Mira Road East,645.0,1,Semi Furnished,Relatively New,19.286025,72.868886
3.0,1.9,Middle,2.0,1.0,0.0,Sakinaka,1336.0,1,Semi Furnished,Mid Age,19.098858,72.8809552
2.0,1.8,Higher,2.0,0.0,3.0,Chembur,750.0,1,Semi Furnished,Relatively New,19.054818,72.8979713
2.0,0.96,Middle,2.0,1.0,0.0,Kandivali East,550.0,1,Unfurnished,Relatively New,19.2051958,72.8626165
3.0,3.25,Higher,2.0,2.0,2.0,Goregaon West,1200.0,1,Semi Furnished,New,19.1633281,72.8411995
2.0,1.7,Higher,2.0,0.0,2.0,Ghatkopar East,636.0,1,Unknown,Relatively New,19.0833438,72.9123246
1.0,1.16,Middle,2.0,0.0,1.0,Vile Parle East,664.0,1,Unknown,New,19.1097455,72.8365427
2.0,1.65,Middle,2.0,0.0,0.0,Kandivali East,860.0,1,Semi Furnished,Mid Age,19.2051958,72.8626165
4.0,9.5,Higher,4.0,0.0,2.0,Juhu,2760.0,1,Semi Furnished,Old,19.1070215,72.8275275
3.0,5.65,Middle,3.0,2.0,2.0,Powai,2500.0,1,Semi Furnished,Relatively New,19.1187195,72.9073476
2.0,2.85,Higher,2.0,1.0,1.0,Powai,1250.0,1,Semi Furnished,Relatively New,19.1187195,72.9073476
4.0,5.5,Unknown,4.0,2.0,0.0,Jogeshwari West,2420.0,0,Unknown,Relatively New,19.136394,72.8373817
6.0,11.4,Unknown,6.0,2.0,4.0,Borivali East,2650.0,0,Unknown,Relatively New,19.2187187,72.8654856
3.0,3.94,Unknown,3.0,0.0,2.0,Marol,1400.0,1,Unknown,Relatively New,19.1172198,72.882342
2.0,1.23,Middle,2.0,0.0,1.0,Mira Road East,740.0,1,Semi Furnished,Relatively New,19.286025,72.868886
3.0,3.0,Middle,3.0,0.0,1.0,Chembur,1053.0,1,Unfurnished,New,19.054818,72.8979713
2.0,1.21,Unknown,2.0,0.0,1.0,Vikhroli East,900.0,1,Unknown,Relatively New,19.1172592,72.9355194
2.0,2.35,Higher,2.0,0.0,1.0,Chembur,900.0,1,Semi Furnished,Relatively New,19.054818,72.8979713
1.0,1.15,Higher,2.0,1.0,2.0,Borivali East,580.0,0,Unfurnished,Relatively New,19.2187187,72.8654856
3.0,0.85,Higher,3.0,0.0,2.0,Goregaon East,1278.0,1,Semi Furnished,Mid Age,19.1692623,72.8552548
2.0,3.3,Higher,2.0,1.0,1.0,Sion,1164.0,1,Semi Furnished,Relatively New,19.0465213,72.8632834
1.0,0.24,Higher,2.0,0.0,1.0,Naigaon East,550.0,1,Semi Furnished,Mid Age,19.0137704,72.846317
2.0,5.04,Unknown,2.0,0.0,1.0,Mahalaxmi,900.0,1,Unknown,Relatively New,19.105218,72.828165
1.0,2.25,Lower,2.0,0.0,1.0,Dadar West,680.0,1,Unfurnished,New,19.0238887,72.8382236
4.0,16.5,Higher,3.0,0.0,2.0,Andheri West,3000.0,1,Fully Furnished,Mid Age,19.1172495,72.833968
1.0,1.15,Middle,2.0,0.0,1.0,Malad East,550.0,1,Unfurnished,New,19.1860219,72.8563181
1.0,1.05,Higher,2.0,0.0,1.0,Borivali East,665.0,1,Unfurnished,Mid Age,19.2187187,72.8654856
1.0,0.26,Higher,1.0,1.0,1.0,Nalasopara West,667.0,1,Unknown,Relatively New,19.012455,72.835058
1.0,1.25,Lower,1.0,0.0,1.0,Kandivali East,528.0,0,Unknown,Relatively New,19.2051958,72.8626165
2.0,0.38,Higher,2.0,3.0,0.0,Virar West,650.0,1,Semi Furnished,Mid Age,19.455,72.811
2.0,1.98,Middle,2.0,0.0,1.0,Bhandup West,1020.0,1,Semi Furnished,Relatively New,19.1462636,72.9339461
3.0,3.8,Higher,3.0,0.0,1.0,Vile Parle East,1125.0,1,Unfurnished,New,19.1097455,72.8365427
2.0,4.5,Higher,2.0,1.0,1.0,Lower Parel,1500.0,1,Unknown,Mid Age,18.99568,72.8302756
2.0,0.26,Middle,1.0,2.0,1.0,Saphale,790.0,1,Unknown,New,19.6168,72.7833
3.0,4.25,Unknown,2.0,0.0,2.0,Mazgaon,1771.0,0,Unknown,Relatively New,18.9697337,72.8406201
2.0,1.45,Middle,2.0,0.0,0.0,Borivali West,950.0,1,Semi Furnished,Relatively New,19.2298129,72.8471376
3.0,10.25,Lower,3.0,0.0,2.0,Malabar Hill,1800.0,1,Fully Furnished,Old,18.9581616,72.8033665
0.5,0.29,Middle,1.0,0.0,1.0,Govandi,225.0,1,Unfurnished,Mid Age,19.0553688,72.9150702
2.0,1.9,Middle,1.0,0.0,1.0,Powai,1000.0,1,Semi Furnished,New,19.1187195,72.9073476
3.0,1.75,Higher,3.0,0.0,1.0,Kandivali East,1100.0,1,Unfurnished,Mid Age,19.2051958,72.8626165
2.0,3.25,Higher,2.0,0.0,2.0,Vikhroli East,1250.0,1,Semi Furnished,Mid Age,19.1172592,72.9355194
2.0,3.35,Middle,2.0,1.0,1.0,Powai,1250.0,1,Semi Furnished,Relatively New,19.1187195,72.9073476
1.0,0.9,Unknown,2.0,0.0,1.0,Dahisar,600.0,1,Unknown,Relatively New,19.0518541,72.9014049
1.0,0.95,Middle,2.0,0.0,1.0,Malad West,500.0,1,Unfurnished,Relatively New,19.1852851,72.8358611
1.0,0.57,Higher,2.0,3.0,1.0,Mira Road East,610.0,1,Semi Furnished,Mid Age,19.286025,72.868886
3.0,2.4,Lower,3.0,2.0,1.0,Borivali East,1020.0,1,Unfurnished,Mid Age,19.2187187,72.8654856
3.0,2.4,Higher,3.0,0.0,1.0,Goregaon East,827.0,1,Fully Furnished,Relatively New,19.1692623,72.8552548
3.0,9.8,Unknown,3.0,0.0,2.0,Andheri West,1400.0,1,Unknown,Relatively New,19.1172495,72.833968
4.0,12.5,Unknown,4.0,0.0,2.0,Juhu,2500.0,1,Semi Furnished,Relatively New,19.1070215,72.8275275
4.0,3.0,Unknown,1.0,0.0,1.0,Wadala,1200.0,0,Unknown,Relatively New,19.0210175,72.8568955
4.0,5.7,Unknown,4.0,0.0,2.0,Agripada,2260.0,0,Unknown,Relatively New,18.9740205,72.8250202
1.0,1.1,Middle,2.0,0.0,1.0,Kandivali East,800.0,1,Unknown,New,19.2051958,72.8626165
3.0,9.5,Middle,1.0,0.0,2.0,Juhu,1860.0,1,Fully Furnished,Mid Age,19.1070215,72.8275275
1.0,1.18,Lower,1.0,0.0,1.0,Malad West,650.0,1,Unfurnished,Old,19.1852851,72.8358611
2.0,3.94,Unknown,2.0,0.0,1.0,Wadala,900.0,1,Unknown,Relatively New,19.0210175,72.8568955
2.0,1.55,Lower,2.0,0.0,1.0,Kandivali East,850.0,1,Unfurnished,Relatively New,19.2051958,72.8626165
2.0,1.8,Middle,2.0,1.0,1.0,Mulund West,900.0,1,Semi Furnished,Mid Age,19.1719717,72.9511956
1.0,1.15,Higher,2.0,0.0,0.0,Borivali West,500.0,1,Unknown,Mid Age,19.2298129,72.8471376
3.0,2.46,Unknown,3.0,0.0,2.0,Borivali West,1400.0,1,Unknown,Relatively New,19.2298129,72.8471376
1.0,0.25,Middle,1.0,1.0,2.0,Nalasopara West,590.0,1,Semi Furnished,Relatively New,19.012455,72.835058
2.0,1.69,Unknown,2.0,0.0,1.0,Mulund East,900.0,1,Unknown,Relatively New,19.1704719,72.9610447
3.0,5.13,Unknown,3.0,0.0,2.0,Borivali West,1400.0,1,Unknown,Relatively New,19.2298129,72.8471376
2.0,1.42,Higher,2.0,0.0,1.0,Mulund East,614.0,1,Unfurnished,New,19.1704719,72.9610447
5.0,9.5,Middle,4.0,0.0,2.0,Juhu,2400.0,1,Unknown,Relatively New,19.1070215,72.8275275
1.0,1.0,Middle,1.0,0.0,1.0,Goregaon West,559.0,1,Unfurnished,Relatively New,19.1633281,72.8411995
1.0,1.56,Lower,2.0,0.0,1.0,Powai,550.0,1,Unfurnished,Relatively New,19.1187195,72.9073476
1.0,1.1,Middle,1.0,0.0,1.0,Wadala East,463.0,1,Unfurnished,New,19.0210175,72.8568955
4.0,5.02,Middle,3.0,0.0,5.0,Malad West,1650.0,1,Unknown,Mid Age,19.1852851,72.8358611
2.0,1.7,Middle,3.0,3.0,0.0,Malad East,950.0,1,Fully Furnished,Mid Age,19.1860219,72.8563181
4.0,8.0,Middle,3.0,0.0,2.0,Chembur,2760.0,1,Fully Furnished,Mid Age,19.054818,72.8979713
2.0,1.97,Lower,2.0,0.0,2.0,Mulund East,950.0,1,Unfurnished,New,19.1704719,72.9610447
0.5,0.35,Lower,1.0,1.0,0.0,Virar West,700.0,1,Semi Furnished,Relatively New,19.455,72.811
2.0,1.35,Unknown,2.0,0.0,1.0,Hariyali,900.0,1,Unknown,Relatively New,19.1136865,72.929775
1.0,0.59,Higher,2.0,2.0,1.0,Mira Road East,665.0,1,Unknown,Relatively New,19.286025,72.868886
2.0,2.25,Higher,2.0,0.0,1.0,Andheri West,736.0,1,Unfurnished,New,19.1172495,72.833968
3.0,3.42,Unknown,3.0,0.0,2.0,Mulund West,1400.0,1,Unknown,Relatively New,19.1719717,72.9511956
2.0,1.89,Lower,2.0,0.0,1.0,Malad West,860.0,1,Unfurnished,Relatively New,19.1852851,72.8358611
1.0,0.28,Higher,2.0,2.0,1.0,Nalasopara West,640.0,1,Semi Furnished,Relatively New,19.012455,72.835058
3.0,3.2,Lower,3.0,0.0,2.0,Santacruz East,1140.0,1,Semi Furnished,Mid Age,19.0781806,72.8677752
3.0,5.74,Unknown,3.0,0.0,2.0,Byculla,1400.0,1,Unknown,Relatively New,18.9766219,72.8327936
2.0,2.8,Higher,1.0,0.0,1.0,Powai,1150.0,1,Unfurnished,New,19.1187195,72.9073476
2.0,0.71,Higher,2.0,2.0,1.0,Virar West,940.0,1,Semi Furnished,Mid Age,19.455,72.811
3.0,6.2,Middle,1.0,0.0,2.0,Lower Parel,1462.0,1,Semi Furnished,Relatively New,18.99568,72.8302756
1.0,1.15,Higher,2.0,0.0,1.0,Kandivali West,498.0,1,Semi Furnished,Relatively New,19.2055321,72.8399273
2.0,3.25,Lower,2.0,0.0,1.0,Matunga East,725.0,1,Semi Furnished,Relatively New,19.0261579,72.8520846
2.0,2.14,Middle,3.0,2.0,1.0,Malad East,1050.0,1,Semi Furnished,New,19.1860219,72.8563181
3.0,2.63,Middle,3.0,1.0,1.0,Mulund West,1225.0,1,Semi Furnished,Relatively New,19.1719717,72.9511956
1.0,1.24,Lower,2.0,0.0,0.0,Borivali East,512.0,1,Unfurnished,Old,19.2187187,72.8654856
3.0,4.15,Unknown,3.0,0.0,2.0,Borivali East,1400.0,0,Unknown,Relatively New,19.2187187,72.8654856
1.0,0.95,Lower,2.0,0.0,0.0,Kandivali East,535.0,1,Semi Furnished,Mid Age,19.2051958,72.8626165
2.0,2.9,Middle,2.0,0.0,1.0,Dadar West,623.0,1,Unknown,Mid Age,19.0238887,72.8382236
4.0,7.8,Higher,4.0,0.0,2.0,Powai,1950.0,1,Semi Furnished,Relatively New,19.1187195,72.9073476
3.0,6.76,Unknown,3.0,0.0,2.0,Matunga East,1400.0,1,Unknown,Relatively New,19.0261579,72.8520846
3.0,7.9,Higher,3.0,0.0,2.0,Khar West,1700.0,1,Semi Furnished,New,19.0698569,72.829799
1.0,0.75,Middle,1.0,0.0,0.0,Malad West,550.0,1,Unfurnished,Old,19.1852851,72.8358611
1.0,1.61,Higher,1.0,0.0,1.0,Powai,650.0,1,Semi Furnished,Relatively New,19.1187195,72.9073476
1.0,1.35,Higher,2.0,0.0,1.0,Sion,728.0,1,Semi Furnished,New,19.0465213,72.8632834
1.0,1.5,Higher,2.0,0.0,2.0,Lower Parel,460.0,1,Semi Furnished,Mid Age,18.99568,72.8302756
2.0,1.6,Lower,2.0,1.0,1.0,Bhandup West,905.0,1,Fully Furnished,Mid Age,19.1462636,72.9339461
1.0,0.36,Middle,1.0,2.0,2.0,Nalasopara East,540.0,1,Unfurnished,Mid Age,19.4219,72.8295
1.0,0.42,Middle,2.0,1.0,1.0,Virar West,680.0,1,Unknown,Relatively New,19.455,72.811
3.0,4.0,Higher,3.0,0.0,0.0,Bandra East,1350.0,1,Unfurnished,Relatively New,19.0616565,72.8498111
3.0,2.7,Lower,3.0,0.0,1.0,Santacruz East,1600.0,1,Fully Furnished,Relatively New,19.0781806,72.8677752
2.0,2.39,Unknown,2.0,0.0,1.0,Borivali West,900.0,1,Unknown,Relatively New,19.2298129,72.8471376
1.0,1.21,Middle,2.0,0.0,0.0,Byculla,577.0,1,Fully Furnished,Mid Age,18.9766219,72.8327936
1.0,0.46,Lower,2.0,0.0,1.0,Virar West,800.0,1,Unknown,New,19.455,72.811
3.0,4.5,Unknown,3.0,0.0,2.0,Santacruz West,1400.0,1,Unknown,Relatively New,19.0844004,72.8372899
2.0,0.52,Lower,2.0,3.0,1.0,Virar West,850.0,1,Semi Furnished,Relatively New,19.455,72.811
3.0,6.1,Middle,3.0,0.0,2.0,Parel,1468.0,1,Semi Furnished,New,18.9883872,72.8394086
2.0,1.7,Higher,2.0,1.0,1.0,Mulund West,1100.0,1,Unfurnished,Mid Age,19.1719717,72.9511956
3.0,3.1,Middle,3.0,1.0,2.0,Santacruz East,1080.0,1,Semi Furnished,Old,19.0781806,72.8677752
2.0,2.4,Middle,3.0,0.0,2.0,Parel,750.0,1,Unknown,Relatively New,18.9883872,72.8394086
3.0,3.9,Higher,2.0,4.0,1.0,Sion,1250.0,1,Fully Furnished,Mid Age,19.0465213,72.8632834
3.0,24.17,Unknown,3.0,0.0,2.0,Marine Lines,1400.0,1,Unknown,Relatively New,18.945764,72.8237193
2.0,2.81,Middle,2.0,3.0,1.0,Borivali East,1215.0,1,Unfurnished,Mid Age,19.2187187,72.8654856
3.0,2.15,Lower,3.0,1.0,1.0,Sakinaka,1360.0,1,Unknown,Mid Age,19.098858,72.8809552
3.0,6.8,Unknown,3.0,0.0,1.0,Powai,1450.0,1,Unknown,Relatively New,19.1187195,72.9073476
2.0,0.5,Unknown,2.0,3.0,3.0,Virar West,1000.0,0,Unknown,Relatively New,19.455,72.811
3.0,8.06,Unknown,3.0,0.0,2.0,Vile Parle West,1400.0,1,Unknown,Relatively New,19.103908,72.840301
2.0,1.05,Middle,2.0,3.0,2.0,Mira Road East,1150.0,1,Semi Furnished,Relatively New,19.286025,72.868886
2.0,1.1,Lower,2.0,0.0,0.0,Kandivali West,700.0,1,Unfurnished,Old,19.2055321,72.8399273
2.0,2.75,Lower,2.0,0.0,1.0,Andheri West,1000.0,1,Semi Furnished,Old,19.1172495,72.833968
3.0,3.25,Higher,3.0,0.0,1.0,Andheri West,1400.0,1,Semi Furnished,Mid Age,19.1172495,72.833968
2.0,1.25,Middle,2.0,0.0,1.0,Kandivali West,650.0,1,Unfurnished,Relatively New,19.2055321,72.8399273
1.0,1.0,Higher,2.0,0.0,2.0,Borivali West,550.0,1,Semi Furnished,Old,19.2298129,72.8471376
3.0,2.55,Middle,3.0,0.0,1.0,Dahisar West,1100.0,1,Unfurnished,Relatively New,19.248875,72.852959
2.0,0.75,Lower,2.0,2.0,1.0,Dahisar East,970.0,1,Semi Furnished,Relatively New,19.2599822,72.8598732
1.0,1.1,Lower,2.0,0.0,1.0,Andheri East,528.0,1,Semi Furnished,Old,19.1158835,72.854202
1.0,0.83,Middle,2.0,0.0,1.0,Kandivali West,450.0,1,Semi Furnished,Mid Age,19.2055321,72.8399273
2.0,2.1,Unknown,2.0,0.0,1.0,Bandra East,900.0,1,Unknown,Relatively New,19.0616565,72.8498111
2.0,1.21,Lower,2.0,0.0,1.0,Kanjurmarg West,489.0,1,Semi Furnished,Relatively New,19.1321171,72.9273332
2.0,2.2,Lower,2.0,0.0,1.0,Borivali West,979.0,1,Fully Furnished,Old,19.2298129,72.8471376
4.0,25.0,Higher,3.0,0.0,3.0,Bandra West,3500.0,1,Semi Furnished,Mid Age,19.0583358,72.8302669
2.0,1.3,Middle,2.0,0.0,1.0,Vikhroli East,725.0,1,Semi Furnished,Mid Age,19.1172592,72.9355194
1.0,0.25,Middle,2.0,3.0,1.0,Naigaon East,500.0,1,Semi Furnished,Relatively New,19.0137704,72.846317
1.0,1.34,Unknown,2.0,0.0,1.0,Mulund West,555.0,0,Unknown,Relatively New,19.1719717,72.9511956
1.0,1.16,Higher,2.0,0.0,1.0,Borivali West,650.0,1,Semi Furnished,Relatively New,19.2298129,72.8471376
2.0,2.51,Unknown,2.0,0.0,1.0,Vile Parle West,900.0,1,Unknown,Relatively New,19.103908,72.840301
2.0,1.68,Higher,2.0,0.0,1.0,Borivali East,1110.0,1,Unfurnished,Mid Age,19.2187187,72.8654856
5.0,35.27,Unknown,4.0,0.0,2.0,Girgaon,3050.0,1,Unknown,Mid Age,18.9543165,72.8179082
2.0,1.95,Higher,2.0,0.0,1.0,Andheri East,700.0,1,Semi Furnished,New,19.1158835,72.854202
2.0,1.65,Higher,2.0,0.0,1.0,Goregaon West,820.0,1,Unknown,Mid Age,19.1633281,72.8411995
1.0,0.48,Higher,2.0,0.0,2.0,Mira Road East,550.0,1,Unfurnished,Mid Age,19.286025,72.868886
2.0,1.75,Lower,2.0,0.0,1.0,Borivali East,720.0,1,Unfurnished,Mid Age,19.2187187,72.8654856
4.0,3.8,Lower,3.0,0.0,2.0,Ghatkopar East,1440.0,1,Unfurnished,New,19.0833438,72.9123246
3.0,2.0,Lower,3.0,3.0,2.0,Thane West,2500.0,1,Fully Furnished,Relatively New,19.2596635,72.9690861
2.0,2.4,Higher,2.0,0.0,2.0,Andheri West,750.0,1,Fully Furnished,Mid Age,19.1172495,72.833968
3.0,4.13,Unknown,3.0,0.0,2.0,Dadar East,1400.0,1,Unknown,Relatively New,19.0162531,72.8522274
1.0,0.34,Unknown,2.0,2.0,1.0,Vasai East,620.0,0,Unknown,Relatively New,19.3981,72.84
3.0,1.05,Higher,3.0,1.0,2.0,Goregaon East,1700.0,1,Unfurnished,Mid Age,19.1692623,72.8552548
2.0,2.0,Higher,2.0,0.0,1.0,Borivali West,1025.0,1,Unfurnished,New,19.2298129,72.8471376
1.0,0.9,Lower,1.0,0.0,0.0,Mulund West,500.0,1,Semi Furnished,Old,19.1719717,72.9511956
1.0,1.32,Unknown,2.0,0.0,1.0,Malad West,600.0,1,Unknown,Relatively New,19.1852851,72.8358611
4.0,7.5,Middle,5.0,3.0,3.0,Powai,2511.0,1,Unfurnished,Mid Age,19.1187195,72.9073476
2.0,1.9,Middle,1.0,1.0,1.0,Powai,950.0,1,Unfurnished,Mid Age,19.1187195,72.9073476
1.0,1.35,Middle,2.0,0.0,1.0,Kandivali West,550.0,1,Semi Furnished,Relatively New,19.2055321,72.8399273
3.0,4.75,Higher,2.0,1.0,2.0,Chembur,1572.0,1,Semi Furnished,Relatively New,19.054818,72.8979713
1.0,0.97,Lower,2.0,0.0,1.0,Borivali West,580.0,1,Semi Furnished,Mid Age,19.2298129,72.8471376
2.0,0.7,Higher,2.0,1.0,1.0,Virar West,1150.0,1,Unknown,Relatively New,19.455,72.811
2.0,2.05,Middle,2.0,0.0,1.0,Goregaon East,1100.0,1,Unfurnished,Mid Age,19.1692623,72.8552548
2.0,3.1,Lower,2.0,0.0,1.0,Santacruz West,774.0,1,Unfurnished,New,19.0844004,72.8372899
1.0,0.66,Higher,3.0,0.0,1.0,Mira Road East,720.0,1,Unfurnished,Mid Age,19.286025,72.868886
1.0,0.53,Lower,1.0,1.0,1.0,Goregaon East,540.0,1,Semi Furnished,Mid Age,19.1692623,72.8552548
3.0,6.18,Unknown,3.0,0.0,2.0,Bandra West,1400.0,1,Unknown,Relatively New,19.0583358,72.8302669
4.0,5.04,Unknown,4.0,0.0,2.0,Kandivali West,2200.0,1,Unknown,Relatively New,19.2055321,72.8399273
2.0,1.2,Higher,2.0,3.0,0.0,Mira Road East,768.0,1,Unknown,Relatively New,19.286025,72.868886
1.0,0.82,Unknown,2.0,0.0,1.0,Vikhroli East,600.0,1,Unknown,Relatively New,19.1172592,72.9355194
4.0,4.75,Lower,4.0,3.0,2.0,Malad East,2419.0,1,Semi Furnished,New,19.1860219,72.8563181
3.0,3.5,Lower,3.0,0.0,1.0,Kandivali West,1200.0,1,Semi Furnished,Mid Age,19.2055321,72.8399273
1.0,1.1,Middle,2.0,2.0,2.0,Malad West,652.0,1,Semi Furnished,Relatively New,19.1852851,72.8358611
3.0,2.56,Middle,2.0,1.0,2.0,Chembur,1050.0,1,Unfurnished,New,19.054818,72.8979713
2.0,1.25,Higher,1.0,0.0,2.0,Bhayandar West,950.0,1,Unknown,Mid Age,19.3016,72.8497
1.0,1.2,Middle,2.0,0.0,1.0,Borivali West,640.0,1,Unfurnished,Mid Age,19.2298129,72.8471376
3.0,4.42,Higher,2.0,2.0,1.0,Jogeshwari East,1377.0,1,Semi Furnished,Mid Age,19.1429467,72.8551559
2.0,1.8,Higher,2.0,0.0,0.0,Dahisar West,1150.0,1,Unknown,Mid Age,19.248875,72.852959
1.0,0.54,Higher,2.0,2.0,1.0,Mira Road East,550.0,1,Unfurnished,Relatively New,19.286025,72.868886
2.0,2.0,Middle,2.0,0.0,1.0,Kanjurmarg East,1050.0,1,Unfurnished,New,19.124102,72.9385562
3.0,2.69,Middle,3.0,1.0,2.0,Chembur,1345.0,1,Semi Furnished,Relatively New,19.054818,72.8979713
4.0,3.3,Middle,3.0,0.0,1.0,Malad East,1292.0,1,Semi Furnished,New,19.1860219,72.8563181
3.0,3.2,Unknown,3.0,0.0,2.0,Malad West,1500.0,0,Unknown,Relatively New,19.1852851,72.8358611
2.0,1.6,Middle,2.0,0.0,2.0,Malad West,1000.0,1,Unfurnished,Mid Age,19.1852851,72.8358611
4.0,39.65,Unknown,4.0,0.0,2.0,Tardeo,2200.0,1,Unknown,Relatively New,18.9749183,72.8134203
1.0,0.34,Unknown,1.0,3.0,1.0,Naigaon East,615.0,0,Unknown,Relatively New,19.0137704,72.846317
1.0,0.7,Lower,2.0,3.0,1.0,Mira Road East,747.0,1,Unfurnished,Relatively New,19.286025,72.868886
1.0,1.15,Higher,1.0,0.0,0.0,Mulund East,630.0,1,Semi Furnished,Mid Age,19.1704719,72.9610447
3.0,4.5,Higher,3.0,2.0,2.0,Andheri West,1650.0,1,Fully Furnished,Old,19.1172495,72.833968
